date,state,district,age_0_5,age_5_17,age_18_greater,total_enrolment
2025-12-24,Andhra Pradesh,Eluru,10,0,0,10
2025-12-24,Andhra Pradesh,Guntur,102,14,0,116
2025-12-24,Andhra Pradesh,Kakinada,11,0,0,11
2025-12-24,Andhra Pradesh,Krishna,58,7,0,65
2025-12-24,Andhra Pradesh,Kurnool,107,5,0,112
2025-12-24,Andhra Pradesh,Nandyal,11,0,0,11
2025-12-24,Andhra Pradesh,Palnadu,15,2,0,17
2025-12-24,Andhra Pradesh,Parvathipuram Manyam,5,1,0,6
2025-12-24,Andhra Pradesh,Prakasam,84,8,1,93
2025-12-24,Andhra Pradesh,Sri Sathya Sai,19,0,2,21
2025-12-24,Andhra Pradesh,Srikakulam,26,3,0,29
2025-12-24,Andhra Pradesh,Tirupati,14,0,10,24
2025-12-24,Andhra Pradesh,Visakhapatnam,91,5,0,96
2025-12-24,Andhra Pradesh,Vizianagaram,20,0,0,20
2025-12-24,Andhra Pradesh,West Godavari,55,1,1,57
2025-12-24,Arunachal Pradesh,Anjaw,1,0,0,1
2025-12-24,Arunachal Pradesh,Changlang,4,0,0,4
2025-12-24,Arunachal Pradesh,East Kameng,1,0,0,1
2025-12-24,Arunachal Pradesh,East Siang,1,0,0,1
2025-12-24,Arunachal Pradesh,Kurung Kumey,1,0,0,1
2025-12-24,Arunachal Pradesh,Lohit,1,0,0,1
2025-12-24,Arunachal Pradesh,Lower Subansiri,1,1,0,2
2025-12-24,Arunachal Pradesh,Namsai,0,1,0,1
2025-12-24,Arunachal Pradesh,Papum Pare,4,3,0,7
2025-12-24,Arunachal Pradesh,Tawang,3,0,0,3
2025-12-24,Arunachal Pradesh,Tirap,0,1,0,1
2025-12-24,Arunachal Pradesh,Upper Siang,1,0,0,1
2025-12-24,Arunachal Pradesh,Upper Subansiri,3,0,0,3
2025-12-24,Arunachal Pradesh,West Kameng,3,1,0,4
2025-12-24,Arunachal Pradesh,West Siang,2,0,0,2
2025-12-24,Assam,Baksa,22,9,11,42
2025-12-24,Assam,Barpeta,47,10,0,57
2025-12-24,Assam,Biswanath,3,2,1,6
2025-12-24,Assam,Bongaigaon,12,1,3,16
2025-12-24,Assam,Cachar,43,20,6,69
2025-12-24,Assam,Charaideo,6,3,18,27
2025-12-24,Assam,Chirang,14,6,8,28
2025-12-24,Assam,Darrang,30,14,0,44
2025-12-24,Assam,Dhemaji,17,12,0,29
2025-12-24,Assam,Dhubri,37,26,0,63
2025-12-24,Assam,Dibrugarh,13,6,2,21
2025-12-24,Assam,Dima Hasao,0,1,0,1
2025-12-24,Assam,Goalpara,22,11,67,100
2025-12-24,Assam,Golaghat,8,8,0,16
2025-12-24,Assam,Hailakandi,7,8,1,16
2025-12-24,Assam,Hojai,15,8,0,23
2025-12-24,Assam,Jorhat,10,6,10,26
2025-12-24,Assam,Kamrup,36,10,0,46
2025-12-24,Assam,Karbi Anglong,13,16,9,38
2025-12-24,Assam,Karimganj,44,18,0,62
2025-12-24,Assam,Kokrajhar,8,4,0,12
2025-12-24,Assam,Lakhimpur,22,9,6,37
2025-12-24,Assam,Majuli,2,2,0,4
2025-12-24,Assam,Nagaon,56,20,2,78
2025-12-24,Assam,Nalbari,15,1,5,21
2025-12-24,Assam,Sonitpur,28,15,0,43
2025-12-24,Assam,Tinsukia,38,10,25,73
2025-12-24,Assam,Udalguri,31,8,7,46
2025-12-24,Assam,West Karbi Anglong,1,0,0,1
2025-12-24,Bihar,Araria,71,32,2,105
2025-12-24,Bihar,Arwal,2,24,0,26
2025-12-24,Bihar,Aurangabad,34,64,8,106
2025-12-24,Bihar,Banka,58,23,2,83
2025-12-24,Bihar,Begusarai,81,52,1,134
2025-12-24,Bihar,Bhagalpur,64,62,2,128
2025-12-24,Bihar,Bhojpur,26,116,1,143
2025-12-24,Bihar,Buxar,12,34,0,46
2025-12-24,Bihar,Darbhanga,65,43,1,109
2025-12-24,Bihar,East Champaran,80,136,8,224
2025-12-24,Bihar,Gaya,74,189,5,268
2025-12-24,Bihar,Gopalganj,48,79,5,132
2025-12-24,Bihar,Jamui,18,8,4,30
2025-12-24,Bihar,Jehanabad,16,33,1,50
2025-12-24,Bihar,Katihar,68,32,2,102
2025-12-24,Bihar,Khagaria,34,40,1,75
2025-12-24,Bihar,Kishanganj,24,5,1,30
2025-12-24,Bihar,Lakshisarai,24,31,2,57
2025-12-24,Bihar,Madhepura,26,45,3,74
2025-12-24,Bihar,Madhubani,104,66,3,173
2025-12-24,Bihar,Munger,15,23,0,38
2025-12-24,Bihar,Muzaffarpur,52,65,27,144
2025-12-24,Bihar,Nalanda,14,50,0,64
2025-12-24,Bihar,Nawada,21,80,0,101
2025-12-24,Bihar,Patna,53,118,11,182
2025-12-24,Bihar,Purnia,109,54,2,165
2025-12-24,Bihar,Rohtas,23,66,0,89
2025-12-24,Bihar,Saharsa,38,58,10,106
2025-12-24,Bihar,Samastipur,70,81,0,151
2025-12-24,Bihar,Saran,70,198,9,277
2025-12-24,Bihar,Sheikhpura,11,13,1,25
2025-12-24,Bihar,Sheohar,28,27,0,55
2025-12-24,Bihar,Sitamarhi,116,92,0,208
2025-12-24,Bihar,Siwan,46,114,1,161
2025-12-24,Bihar,Supaul,88,80,5,173
2025-12-24,Bihar,Vaishali,121,113,3,237
2025-12-24,Bihar,West Champaran,126,231,4,361
2025-12-24,Chandigarh,Chandigarh,37,0,2,39
2025-12-24,Chhattisgarh,Balod,27,1,0,28
2025-12-24,Chhattisgarh,Bastar,59,15,0,74
2025-12-24,Chhattisgarh,Bemetara,18,3,1,22
2025-12-24,Chhattisgarh,Bijapur,30,20,67,117
2025-12-24,Chhattisgarh,Bilaspur,105,12,0,117
2025-12-24,Chhattisgarh,Dakshin Bastar Dantewada,2,0,0,2
2025-12-24,Chhattisgarh,Dhamtari,38,2,0,40
2025-12-24,Chhattisgarh,Durg,57,5,1,63
2025-12-24,Chhattisgarh,Gariyaband,18,2,0,20
2025-12-24,Chhattisgarh,Gaurela-Pendra-Marwahi,1,0,0,1
2025-12-24,Chhattisgarh,Janjgir-Champa,51,5,0,56
2025-12-24,Chhattisgarh,Jashpur,40,32,0,72
2025-12-24,Chhattisgarh,Kabeerdham,9,0,0,9
2025-12-24,Chhattisgarh,Kondagaon,15,16,0,31
2025-12-24,Chhattisgarh,Korba,51,3,1,55
2025-12-24,Chhattisgarh,Mahasamund,32,1,0,33
2025-12-24,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,3,0,0,3
2025-12-24,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1,2,0,3
2025-12-24,Chhattisgarh,Mungeli,39,6,0,45
2025-12-24,Chhattisgarh,Narayanpur,5,2,0,7
2025-12-24,Chhattisgarh,Raigarh,16,7,0,23
2025-12-24,Chhattisgarh,Raipur,53,8,4,65
2025-12-24,Chhattisgarh,Rajnandgaon,43,6,0,49
2025-12-24,Chhattisgarh,Sakti,10,1,0,11
2025-12-24,Chhattisgarh,Sarangarh-Bilaigarh,4,0,0,4
2025-12-24,Chhattisgarh,Sukma,11,4,0,15
2025-12-24,Chhattisgarh,Surajpur,47,17,1,65
2025-12-24,Chhattisgarh,Surguja,55,5,0,60
2025-12-24,Chhattisgarh,Uttar Bastar Kanker,12,1,0,13
2025-12-24,Dadra And Nagar Haveli And Daman And Diu,Daman,0,0,5,5
2025-12-24,Dadra And Nagar Haveli And Daman And Diu,Diu,1,0,0,1
2025-12-24,Delhi,Central Delhi,25,7,1,33
2025-12-24,Delhi,East Delhi,38,6,4,48
2025-12-24,Delhi,New Delhi,3,6,0,9
2025-12-24,Delhi,North Delhi,63,23,0,86
2025-12-24,Delhi,North East Delhi,94,14,2,110
2025-12-24,Delhi,North West Delhi,145,26,3,174
2025-12-24,Delhi,Shahdara,2,1,1,4
2025-12-24,Delhi,South Delhi,89,30,13,132
2025-12-24,Delhi,South West Delhi,87,21,13,121
2025-12-24,Delhi,West Delhi,77,18,3,98
2025-12-24,Goa,North Goa,24,1,8,33
2025-12-24,Goa,South Goa,20,1,2,23
2025-12-24,Gujarat,Ahmedabad,263,109,49,421
2025-12-24,Gujarat,Amreli,158,11,13,182
2025-12-24,Gujarat,Anand,171,7,35,213
2025-12-24,Gujarat,Aravalli,84,2,15,101
2025-12-24,Gujarat,Banaskantha,289,50,4,343
2025-12-24,Gujarat,Bharuch,101,11,8,120
2025-12-24,Gujarat,Bhavnagar,104,10,7,121
2025-12-24,Gujarat,Botad,22,0,6,28
2025-12-24,Gujarat,Dahod,77,38,1,116
2025-12-24,Gujarat,Devbhumi Dwarka,35,7,3,45
2025-12-24,Gujarat,Gandhinagar,108,11,59,178
2025-12-24,Gujarat,Gir Somnath,51,5,12,68
2025-12-24,Gujarat,Jamnagar,98,4,9,111
2025-12-24,Gujarat,Junagadh,118,9,2,129
2025-12-24,Gujarat,Kheda,123,12,22,157
2025-12-24,Gujarat,Mahisagar,49,2,5,56
2025-12-24,Gujarat,Morbi,46,5,4,55
2025-12-24,Gujarat,Narmada,28,1,0,29
2025-12-24,Gujarat,Navsari,49,1,0,50
2025-12-24,Gujarat,Panchmahal,110,24,8,142
2025-12-24,Gujarat,Patan,52,5,14,71
2025-12-24,Gujarat,Porbandar,21,1,1,23
2025-12-24,Gujarat,Rajkot,167,29,8,204
2025-12-24,Gujarat,Sabarkantha,102,19,16,137
2025-12-24,Gujarat,Surat,197,55,12,264
2025-12-24,Gujarat,Surendranagar,2,0,0,2
2025-12-24,Gujarat,Tapi,34,2,12,48
2025-12-24,Gujarat,Vadodara,173,27,4,204
2025-12-24,Gujarat,Valsad,114,10,7,131
2025-12-24,Haryana,Ambala,43,0,4,47
2025-12-24,Haryana,Bhiwani,38,2,0,40
2025-12-24,Haryana,Charkhi Dadri,9,1,0,10
2025-12-24,Haryana,Faridabad,53,10,0,63
2025-12-24,Haryana,Fatehabad,53,2,0,55
2025-12-24,Haryana,Hisar,53,0,0,53
2025-12-24,Haryana,Jhajjar,20,1,1,22
2025-12-24,Haryana,Jind,53,0,0,53
2025-12-24,Haryana,Kaithal,47,2,0,49
2025-12-24,Haryana,Karnal,84,0,1,85
2025-12-24,Haryana,Kurukshetra,44,2,0,46
2025-12-24,Haryana,Mahendragarh,47,4,0,51
2025-12-24,Haryana,Palwal,62,7,0,69
2025-12-24,Haryana,Panchkula,21,1,0,22
2025-12-24,Haryana,Panipat,39,4,0,43
2025-12-24,Haryana,Rewari,31,1,0,32
2025-12-24,Haryana,Rohtak,28,2,0,30
2025-12-24,Haryana,Sirsa,53,2,0,55
2025-12-24,Haryana,Sonipat,50,4,1,55
2025-12-24,Himachal Pradesh,Bilaspur,14,0,0,14
2025-12-24,Himachal Pradesh,Chamba,7,0,0,7
2025-12-24,Himachal Pradesh,Hamirpur,12,0,1,13
2025-12-24,Himachal Pradesh,Kangra,34,0,4,38
2025-12-24,Himachal Pradesh,Kinnaur,2,0,0,2
2025-12-24,Himachal Pradesh,Kullu,11,2,1,14
2025-12-24,Himachal Pradesh,Lahaul And Spiti,1,0,0,1
2025-12-24,Himachal Pradesh,Mandi,50,0,0,50
2025-12-24,Himachal Pradesh,Shimla,19,0,1,20
2025-12-24,Himachal Pradesh,Sirmaur,18,0,1,19
2025-12-24,Himachal Pradesh,Solan,5,0,1,6
2025-12-24,Himachal Pradesh,Una,14,0,0,14
2025-12-24,Jammu And Kashmir,Anantnag,37,6,0,43
2025-12-24,Jammu And Kashmir,Baramulla,52,2,0,54
2025-12-24,Jammu And Kashmir,Budgam,15,0,2,17
2025-12-24,Jammu And Kashmir,Doda,63,3,0,66
2025-12-24,Jammu And Kashmir,Ganderbal,17,0,0,17
2025-12-24,Jammu And Kashmir,Jammu,63,5,1,69
2025-12-24,Jammu And Kashmir,Kathua,31,2,1,34
2025-12-24,Jammu And Kashmir,Kishtwar,21,3,0,24
2025-12-24,Jammu And Kashmir,Kulgam,12,1,0,13
2025-12-24,Jammu And Kashmir,Kupwara,28,3,0,31
2025-12-24,Jammu And Kashmir,Pulwama,36,0,1,37
2025-12-24,Jammu And Kashmir,Rajouri,35,4,0,39
2025-12-24,Jammu And Kashmir,Ramban,31,7,0,38
2025-12-24,Jammu And Kashmir,Reasi,18,6,3,27
2025-12-24,Jammu And Kashmir,Samba,9,0,0,9
2025-12-24,Jammu And Kashmir,Srinagar,39,3,1,43
2025-12-24,Jammu And Kashmir,Udhampur,40,2,0,42
2025-12-24,Jharkhand,Bokaro,64,28,1,93
2025-12-24,Jharkhand,Chatra,52,26,0,78
2025-12-24,Jharkhand,Deoghar,62,33,0,95
2025-12-24,Jharkhand,Dhanbad,58,27,0,85
2025-12-24,Jharkhand,Dumka,34,20,0,54
2025-12-24,Jharkhand,East Singhbhum,72,27,6,105
2025-12-24,Jharkhand,Garhwa,52,5,0,57
2025-12-24,Jharkhand,Giridih,86,53,0,139
2025-12-24,Jharkhand,Godda,42,23,0,65
2025-12-24,Jharkhand,Gumla,33,12,1,46
2025-12-24,Jharkhand,Hazaribagh,68,19,0,87
2025-12-24,Jharkhand,Jamtara,40,14,0,54
2025-12-24,Jharkhand,Khunti,22,5,0,27
2025-12-24,Jharkhand,Koderma,31,13,0,44
2025-12-24,Jharkhand,Latehar,26,7,0,33
2025-12-24,Jharkhand,Lohardaga,14,6,0,20
2025-12-24,Jharkhand,Pakur,14,7,0,21
2025-12-24,Jharkhand,Palamu,53,17,15,85
2025-12-24,Jharkhand,Ramgarh,21,15,0,36
2025-12-24,Jharkhand,Ranchi,69,15,1,85
2025-12-24,Jharkhand,Sahibganj,1,0,0,1
2025-12-24,Jharkhand,Saraikela-Kharsawan,48,15,0,63
2025-12-24,Jharkhand,Simdega,13,3,0,16
2025-12-24,Jharkhand,West Singhbhum,26,21,1,48
2025-12-24,Karnataka,Bagalkote,109,13,6,128
2025-12-24,Karnataka,Ballari,49,4,0,53
2025-12-24,Karnataka,Belagavi,129,11,0,140
2025-12-24,Karnataka,Bengaluru South,1,2,1,4
2025-12-24,Karnataka,Bidar,65,10,0,75
2025-12-24,Karnataka,Bijapur,60,17,0,77
2025-12-24,Karnataka,Chamarajanagara,22,2,0,24
2025-12-24,Karnataka,Chikkaballapura,46,5,0,51
2025-12-24,Karnataka,Chikmagalur,15,4,0,19
2025-12-24,Karnataka,Chitradurga,71,6,0,77
2025-12-24,Karnataka,Dakshina Kannada,103,3,2,108
2025-12-24,Karnataka,Davanagere,64,4,1,69
2025-12-24,Karnataka,Dharwad,73,5,0,78
2025-12-24,Karnataka,Gadag,44,4,0,48
2025-12-24,Karnataka,Hassan,51,2,1,54
2025-12-24,Karnataka,Haveri,52,2,3,57
2025-12-24,Karnataka,Kalaburagi,52,13,0,65
2025-12-24,Karnataka,Kodagu,31,0,0,31
2025-12-24,Karnataka,Kolar,50,1,2,53
2025-12-24,Karnataka,Koppal,56,10,11,77
2025-12-24,Karnataka,Mandya,49,5,0,54
2025-12-24,Karnataka,Mysuru,49,1,0,50
2025-12-24,Karnataka,Raichur,140,33,0,173
2025-12-24,Karnataka,Ramanagara,20,2,0,22
2025-12-24,Karnataka,Shivamogga,24,2,1,27
2025-12-24,Karnataka,Tumakuru,55,1,0,56
2025-12-24,Karnataka,Udupi,52,3,0,55
2025-12-24,Karnataka,Uttara Kannada,36,0,0,36
2025-12-24,Karnataka,Vijayanagara,40,4,3,47
2025-12-24,Karnataka,Yadgiri,64,18,0,82
2025-12-24,Kerala,Alappuzha,31,8,9,48
2025-12-24,Kerala,Ernakulam,39,17,2,58
2025-12-24,Kerala,Idukki,13,0,0,13
2025-12-24,Kerala,Kannur,41,21,15,77
2025-12-24,Kerala,Kasaragod,44,4,1,49
2025-12-24,Kerala,Kollam,46,7,4,57
2025-12-24,Kerala,Kottayam,32,8,1,41
2025-12-24,Kerala,Kozhikode,65,23,12,100
2025-12-24,Kerala,Malappuram,164,28,19,211
2025-12-24,Kerala,Palakkad,101,13,8,122
2025-12-24,Kerala,Pathanamthitta,23,6,0,29
2025-12-24,Kerala,Thiruvananthapuram,58,11,8,77
2025-12-24,Kerala,Thrissur,41,20,5,66
2025-12-24,Kerala,Wayanad,21,1,0,22
2025-12-24,Ladakh,Kargil,6,1,0,7
2025-12-24,Lakshadweep,Lakshadweep,2,0,0,2
2025-12-24,Madhya Pradesh,Agar Malwa,35,2,21,58
2025-12-24,Madhya Pradesh,Alirajpur,45,26,32,103
2025-12-24,Madhya Pradesh,Anuppur,49,4,1,54
2025-12-24,Madhya Pradesh,Balaghat,67,2,4,73
2025-12-24,Madhya Pradesh,Barwani,82,14,49,145
2025-12-24,Madhya Pradesh,Betul,84,10,1,95
2025-12-24,Madhya Pradesh,Bhind,49,21,2,72
2025-12-24,Madhya Pradesh,Bhopal,134,5,7,146
2025-12-24,Madhya Pradesh,Burhanpur,43,6,5,54
2025-12-24,Madhya Pradesh,Chhatarpur,163,29,2,194
2025-12-24,Madhya Pradesh,Chhindwara,148,9,1,158
2025-12-24,Madhya Pradesh,Damoh,45,7,1,53
2025-12-24,Madhya Pradesh,Datia,53,17,0,70
2025-12-24,Madhya Pradesh,Dewas,93,13,8,114
2025-12-24,Madhya Pradesh,Dhar,86,25,11,122
2025-12-24,Madhya Pradesh,Dindori,60,0,0,60
2025-12-24,Madhya Pradesh,Guna,68,16,0,84
2025-12-24,Madhya Pradesh,Gwalior,88,32,16,136
2025-12-24,Madhya Pradesh,Harda,32,1,0,33
2025-12-24,Madhya Pradesh,Indore,164,31,33,228
2025-12-24,Madhya Pradesh,Jabalpur,182,22,0,204
2025-12-24,Madhya Pradesh,Jhabua,64,25,9,98
2025-12-24,Madhya Pradesh,Katni,87,27,1,115
2025-12-24,Madhya Pradesh,Khandwa,42,6,7,55
2025-12-24,Madhya Pradesh,Khargone,90,34,13,137
2025-12-24,Madhya Pradesh,Maihar,10,1,0,11
2025-12-24,Madhya Pradesh,Mandla,76,2,0,78
2025-12-24,Madhya Pradesh,Mandsaur,103,8,6,117
2025-12-24,Madhya Pradesh,Mauganj,2,0,0,2
2025-12-24,Madhya Pradesh,Morena,166,29,12,207
2025-12-24,Madhya Pradesh,Narmadapuram,7,0,1,8
2025-12-24,Madhya Pradesh,Narsinghpur,35,9,0,44
2025-12-24,Madhya Pradesh,Neemuch,38,7,0,45
2025-12-24,Madhya Pradesh,Niwari,2,0,7,9
2025-12-24,Madhya Pradesh,Pandhurna,1,0,0,1
2025-12-24,Madhya Pradesh,Panna,62,19,5,86
2025-12-24,Madhya Pradesh,Raisen,100,10,1,111
2025-12-24,Madhya Pradesh,Rajgarh,116,12,5,133
2025-12-24,Madhya Pradesh,Ratlam,46,4,3,53
2025-12-24,Madhya Pradesh,Rewa,79,8,3,90
2025-12-24,Madhya Pradesh,Sagar,117,15,0,132
2025-12-24,Madhya Pradesh,Satna,110,13,14,137
2025-12-24,Madhya Pradesh,Sehore,102,5,0,107
2025-12-24,Madhya Pradesh,Seoni,53,2,0,55
2025-12-24,Madhya Pradesh,Shahdol,68,9,1,78
2025-12-24,Madhya Pradesh,Shajapur,63,5,0,68
2025-12-24,Madhya Pradesh,Sheopur,46,19,0,65
2025-12-24,Madhya Pradesh,Shivpuri,57,35,1,93
2025-12-24,Madhya Pradesh,Sidhi,51,9,1,61
2025-12-24,Madhya Pradesh,Singrauli,106,11,1,118
2025-12-24,Madhya Pradesh,Tikamgarh,139,18,1,158
2025-12-24,Madhya Pradesh,Ujjain,194,15,0,209
2025-12-24,Madhya Pradesh,Umaria,46,13,2,61
2025-12-24,Madhya Pradesh,Vidisha,43,4,3,50
2025-12-24,Maharashtra,Ahmednagar,234,8,4,246
2025-12-24,Maharashtra,Akola,58,5,0,63
2025-12-24,Maharashtra,Amravati,97,4,2,103
2025-12-24,Maharashtra,Aurangabad,133,18,0,151
2025-12-24,Maharashtra,Beed,69,8,11,88
2025-12-24,Maharashtra,Bhandara,45,0,0,45
2025-12-24,Maharashtra,Buldhana,77,3,1,81
2025-12-24,Maharashtra,Chandrapur,50,0,0,50
2025-12-24,Maharashtra,Dhule,54,10,4,68
2025-12-24,Maharashtra,Gadchiroli,56,2,0,58
2025-12-24,Maharashtra,Gondia,40,0,3,43
2025-12-24,Maharashtra,Hingoli,39,2,1,42
2025-12-24,Maharashtra,Jalgaon,122,10,6,138
2025-12-24,Maharashtra,Jalna,85,17,0,102
2025-12-24,Maharashtra,Kolhapur,78,5,0,83
2025-12-24,Maharashtra,Latur,80,5,0,85
2025-12-24,Maharashtra,Mumbai City,26,4,8,38
2025-12-24,Maharashtra,Mumbai Suburban,103,27,24,154
2025-12-24,Maharashtra,Nagpur,150,5,27,182
2025-12-24,Maharashtra,Nanded,87,11,11,109
2025-12-24,Maharashtra,Nandurbar,64,6,6,76
2025-12-24,Maharashtra,Nashik,202,28,0,230
2025-12-24,Maharashtra,Osmanabad,71,7,0,78
2025-12-24,Maharashtra,Palghar,75,11,4,90
2025-12-24,Maharashtra,Parbhani,73,7,2,82
2025-12-24,Maharashtra,Pune,314,58,49,421
2025-12-24,Maharashtra,Raigad,26,4,3,33
2025-12-24,Maharashtra,Ratnagiri,37,0,2,39
2025-12-24,Maharashtra,Sangli,56,2,0,58
2025-12-24,Maharashtra,Satara,78,4,11,93
2025-12-24,Maharashtra,Sindhudurg,13,2,1,16
2025-12-24,Maharashtra,Solapur,193,18,20,231
2025-12-24,Maharashtra,Thane,194,39,13,246
2025-12-24,Maharashtra,Wardha,42,3,0,45
2025-12-24,Maharashtra,Washim,85,2,0,87
2025-12-24,Maharashtra,Yavatmal,146,11,1,158
2025-12-24,Manipur,Bishnupur,3,1,0,4
2025-12-24,Manipur,Chandel,1,3,0,4
2025-12-24,Manipur,Churachandpur,4,4,0,8
2025-12-24,Manipur,Imphal East,14,3,0,17
2025-12-24,Manipur,Imphal West,17,1,0,18
2025-12-24,Manipur,Jiribam,1,0,0,1
2025-12-24,Manipur,Senapati,4,7,0,11
2025-12-24,Manipur,Tamenglong,3,11,0,14
2025-12-24,Manipur,Thoubal,6,4,0,10
2025-12-24,Manipur,Ukhrul,1,2,0,3
2025-12-24,Meghalaya,East Jaintia Hills,0,2,0,2
2025-12-24,Meghalaya,Eastern West Khasi Hills,0,5,196,201
2025-12-24,Meghalaya,Ri Bhoi,2,15,0,17
2025-12-24,Meghalaya,South Garo Hills,0,1,0,1
2025-12-24,Meghalaya,South West Khasi Hills,0,2,0,2
2025-12-24,Meghalaya,West Garo Hills,6,9,0,15
2025-12-24,Meghalaya,West Jaintia Hills,0,30,0,30
2025-12-24,Meghalaya,West Khasi Hills,0,4,7,11
2025-12-24,Mizoram,Aizawl,1,0,0,1
2025-12-24,Mizoram,Champhai,0,2,0,2
2025-12-24,Mizoram,Lawngtlai,6,2,0,8
2025-12-24,Mizoram,Lunglei,0,1,0,1
2025-12-24,Nagaland,Dimapur,2,6,0,8
2025-12-24,Nagaland,Kohima,1,2,0,3
2025-12-24,Nagaland,Longleng,0,2,0,2
2025-12-24,Nagaland,Mon,0,2,0,2
2025-12-24,Nagaland,Shamator,0,1,0,1
2025-12-24,Nagaland,Tuensang,0,2,0,2
2025-12-24,Nagaland,Wokha,0,2,0,2
2025-12-24,Odisha,Angul,29,2,0,31
2025-12-24,Odisha,Balangir,43,8,0,51
2025-12-24,Odisha,Bargarh,40,8,0,48
2025-12-24,Odisha,Bhadrak,40,6,0,46
2025-12-24,Odisha,Boudh,9,2,0,11
2025-12-24,Odisha,Cuttack,45,6,2,53
2025-12-24,Odisha,Dhenkanal,46,6,0,52
2025-12-24,Odisha,Jagatsinghpur,34,4,0,38
2025-12-24,Odisha,Jajpur,45,2,1,48
2025-12-24,Odisha,Jharsuguda,11,2,0,13
2025-12-24,Odisha,Kalahandi,29,11,2,42
2025-12-24,Odisha,Kandhamal,23,5,0,28
2025-12-24,Odisha,Kendrapara,29,5,0,34
2025-12-24,Odisha,Kendujhar,74,10,0,84
2025-12-24,Odisha,Khordha,53,8,36,97
2025-12-24,Odisha,Koraput,33,8,0,41
2025-12-24,Odisha,Malkangiri,14,3,0,17
2025-12-24,Odisha,Mayurbhanj,47,12,0,59
2025-12-24,Odisha,Nabarangpur,36,16,0,52
2025-12-24,Odisha,Nayagarh,27,1,0,28
2025-12-24,Odisha,Nuapada,18,4,0,22
2025-12-24,Odisha,Puri,37,2,0,39
2025-12-24,Odisha,Rayagada,18,7,0,25
2025-12-24,Odisha,Sambalpur,35,2,0,37
2025-12-24,Odisha,Subarnapur,1,0,0,1
2025-12-24,Odisha,Sundargarh,45,10,1,56
2025-12-24,Puducherry,Karaikal,6,0,0,6
2025-12-24,Puducherry,Puducherry,21,0,8,29
2025-12-24,Punjab,Amritsar,51,10,11,72
2025-12-24,Punjab,Barnala,15,0,0,15
2025-12-24,Punjab,Bathinda,39,1,0,40
2025-12-24,Punjab,Faridkot,12,1,1,14
2025-12-24,Punjab,Fatehgarh Sahib,11,0,1,12
2025-12-24,Punjab,Fazilka,15,4,4,23
2025-12-24,Punjab,Firozpur,4,1,0,5
2025-12-24,Punjab,Gurdaspur,36,5,0,41
2025-12-24,Punjab,Hoshiarpur,36,0,1,37
2025-12-24,Punjab,Jalandhar,31,9,4,44
2025-12-24,Punjab,Kapurthala,9,1,58,68
2025-12-24,Punjab,Ludhiana,81,27,29,137
2025-12-24,Punjab,Malerkotla,19,1,2,22
2025-12-24,Punjab,Mansa,10,2,0,12
2025-12-24,Punjab,Moga,16,0,0,16
2025-12-24,Punjab,Pathankot,18,0,0,18
2025-12-24,Punjab,Patiala,43,4,1,48
2025-12-24,Punjab,Rupnagar,15,1,0,16
2025-12-24,Punjab,Sangrur,28,1,0,29
2025-12-24,Punjab,Shahid Bhagat Singh Nagar,10,0,0,10
2025-12-24,Punjab,Tarn Taran,29,4,0,33
2025-12-24,Rajasthan,Ajmer,53,20,1,74
2025-12-24,Rajasthan,Alwar,122,59,7,188
2025-12-24,Rajasthan,Banswara,39,32,0,71
2025-12-24,Rajasthan,Baran,53,10,0,63
2025-12-24,Rajasthan,Barmer,70,40,3,113
2025-12-24,Rajasthan,Bharatpur,59,60,1,120
2025-12-24,Rajasthan,Bhilwara,48,30,2,80
2025-12-24,Rajasthan,Bikaner,39,52,3,94
2025-12-24,Rajasthan,Bundi,35,11,1,47
2025-12-24,Rajasthan,Chittorgarh,17,12,0,29
2025-12-24,Rajasthan,Churu,53,29,0,82
2025-12-24,Rajasthan,Dausa,21,21,0,42
2025-12-24,Rajasthan,Deeg,0,2,0,2
2025-12-24,Rajasthan,Dholpur,26,21,0,47
2025-12-24,Rajasthan,Dungarpur,52,19,0,71
2025-12-24,Rajasthan,Hanumangarh,28,9,0,37
2025-12-24,Rajasthan,Jaipur,129,95,11,235
2025-12-24,Rajasthan,Jaisalmer,14,3,2,19
2025-12-24,Rajasthan,Jalore,52,70,0,122
2025-12-24,Rajasthan,Jhalawar,42,25,0,67
2025-12-24,Rajasthan,Jhunjhunu,37,16,0,53
2025-12-24,Rajasthan,Jodhpur,97,37,11,145
2025-12-24,Rajasthan,Karauli,45,17,0,62
2025-12-24,Rajasthan,Kota,45,15,0,60
2025-12-24,Rajasthan,Nagaur,73,51,0,124
2025-12-24,Rajasthan,Pali,57,25,6,88
2025-12-24,Rajasthan,Pratapgarh,27,12,0,39
2025-12-24,Rajasthan,Rajsamand,19,14,0,33
2025-12-24,Rajasthan,Sawai Madhopur,28,18,0,46
2025-12-24,Rajasthan,Sikar,57,22,0,79
2025-12-24,Rajasthan,Sirohi,15,8,14,37
2025-12-24,Rajasthan,Tonk,17,5,0,22
2025-12-24,Rajasthan,Udaipur,41,47,0,88
2025-12-24,Tamil Nadu,Ariyalur,15,1,0,16
2025-12-24,Tamil Nadu,Chengalpattu,5,3,9,17
2025-12-24,Tamil Nadu,Chennai,48,11,21,80
